iso,unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw,heading,vx,vy,vz,vbatt,batt_pct,mode,armed,in_air
2026-08-29T12:48:37,1787982518,13.730298,100.787429,,,-1.6,-5.1,12.7,12.7,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:38,1787982519,13.730298,100.787429,,,-1.6,-5.1,12.7,12.7,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:39,1787982520,13.730299,100.787422,,,-1.2,-4.9,13.5,13.5,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:40,1787982521,13.730299,100.787422,,,-1.2,-4.9,13.5,13.5,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:41,1787982522,13.730299,100.787422,,,-0.7,-5.2,14.2,14.2,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:42,1787982523,13.730312,100.787414,,,-0.7,-5.2,14.2,14.2,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:43,1787982524,13.730312,100.787414,,,-0.7,-5.2,14.2,14.2,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:44,1787982525,13.730312,100.787414,,,-1.0,-4.7,13.5,13.5,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:45,1787982526,13.730321,100.78741,,,-1.0,-4.7,13.5,13.5,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:46,1787982527,13.730321,100.78741,,,-0.8,-4.9,13.2,13.2,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:47,1787982528,13.73032,100.787408,,,-0.8,-4.9,13.2,13.2,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:48,1787982529,13.73032,100.787408,,,-1.0,-4.4,12.1,12.1,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:49,1787982530,13.73032,100.787408,,,-1.0,-4.4,12.1,12.1,,,,25.15,100,POSCTL,0,0
2026-08-29T12:48:50,1787982531,13.73032,100.787408,,,-1.0,-4.4,12.1,12.1,,,,25.15,100,POSCTL,0,0
