iso,unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw,heading,vx,vy,vz,vbatt,batt_pct,mode,armed,in_air
2026-08-19T17:14:55,1787134496,13.821725,100.51347,-35.2,,-2.4,-3.3,113.7,113.7,,,,,,POSCTL,0,0
2026-08-19T17:14:56,1787134497,13.821725,100.51347,-35.2,,-2.4,-3.3,113.7,113.7,,,,,,POSCTL,0,0
2026-08-19T17:14:57,1787134498,13.821725,100.51347,-35.2,,-2.4,-3.3,113.7,113.7,,,,,,POSCTL,0,0
2026-08-19T17:14:58,1787134499,13.821725,100.51347,-35.2,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:14:59,1787134500,13.821734,100.513451,-29.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:00,1787134501,13.821734,100.513451,-29.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:01,1787134502,13.821734,100.513451,-29.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:03,1787134504,13.821734,100.513451,-29.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:04,1787134505,13.821734,100.513451,-29.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:05,1787134506,13.821851,100.513519,-2.9,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:06,1787134507,13.821851,100.513519,-2.9,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:07,1787134508,13.821851,100.513519,-2.9,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:08,1787134509,13.821851,100.513519,-2.9,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:09,1787134510,13.821896,100.513563,11.4,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:10,1787134511,13.821896,100.513563,11.4,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:11,1787134512,13.821896,100.513563,11.4,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:12,1787134513,13.821896,100.513563,11.4,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:13,1787134514,13.821896,100.513563,11.4,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:14,1787134515,13.821896,100.513563,11.4,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:15,1787134516,13.821896,100.513563,11.4,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:16,1787134517,13.821951,100.513624,32.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:17,1787134518,13.821951,100.513624,32.9,,-2.5,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:18,1787134519,13.821951,100.513624,32.9,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:19,1787134520,13.821951,100.513624,32.9,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:20,1787134521,13.821975,100.51362,36.7,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:21,1787134522,13.821975,100.51362,36.7,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
2026-08-19T17:15:22,1787134523,13.821975,100.51362,36.7,,-2.4,-3.3,113.7,113.7,,,,20.99,0,POSCTL,0,0
