iso,unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw,heading,vx,vy,vz,vbatt,batt_pct,mode,armed,in_air
2026-08-12T02:52:32,1786477952,13.822494,100.512272,15.3,-0.56,-0.5,0.3,106.6,106.6,0.0,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:33,1786477953,13.822494,100.512272,15.3,-0.55,-0.5,0.3,106.6,106.6,-0.01,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:34,1786477954,13.822494,100.512273,15.4,-0.55,-0.5,0.3,106.6,106.6,-0.01,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:35,1786477955,13.822494,100.512272,15.3,-0.55,-0.5,0.3,106.6,106.6,-0.01,0.02,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:36,1786477956,13.822495,100.512272,15.3,-0.55,-0.5,0.3,106.6,106.6,0.0,0.03,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:37,1786477957,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.03,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:38,1786477958,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.02,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:39,1786477959,13.822494,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:40,1786477960,13.822494,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:41,1786477961,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:42,1786477962,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:43,1786477963,13.822494,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:44,1786477964,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:45,1786477965,13.822494,100.512272,15.4,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:46,1786477966,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:47,1786477967,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:48,1786477968,13.822495,100.512272,15.3,-0.54,-0.5,0.4,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:49,1786477969,13.822495,100.512272,15.3,-0.55,-0.5,0.4,106.6,106.6,0.0,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:50,1786477970,13.822495,100.512272,15.3,-0.55,-0.5,0.4,106.6,106.6,0.0,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:51,1786477971,13.822494,100.512272,15.4,-0.55,-0.5,0.4,106.6,106.6,0.0,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:52,1786477972,13.822494,100.512272,15.3,-0.55,-0.5,0.4,106.6,106.6,0.0,0.01,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:53,1786477973,13.822494,100.512272,15.3,-0.55,-0.5,0.5,106.6,106.6,0.0,0.02,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:54,1786477974,13.822494,100.512272,15.3,-0.55,-0.5,0.5,106.6,106.6,-0.01,0.02,-0.04,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:55,1786477975,13.822494,100.512272,15.3,-0.55,-0.5,0.5,106.6,106.6,0.0,0.03,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:56,1786477976,13.822494,100.512272,15.3,-0.54,-0.5,0.5,106.6,106.6,0.0,0.01,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:57,1786477977,13.822494,100.512272,15.3,-0.54,-0.5,0.6,106.6,106.6,0.0,0.01,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:58,1786477978,13.822494,100.512272,15.3,-0.54,-0.5,0.6,106.6,106.6,0.0,0.0,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:52:59,1786477979,13.822494,100.512272,15.3,-0.54,-0.5,0.6,106.6,106.6,0.0,-0.01,-0.05,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:53:00,1786477980,13.822494,100.512272,15.3,-0.54,-0.5,0.6,106.6,106.6,0.0,-0.01,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:53:01,1786477981,13.822495,100.512272,15.4,-0.54,-0.5,0.6,106.6,106.6,0.0,-0.01,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:53:02,1786477982,13.822494,100.512272,15.3,-0.53,-0.5,0.6,106.6,106.6,0.0,-0.01,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:53:03,1786477983,13.822494,100.512272,15.3,-0.53,-0.5,0.6,106.6,106.6,0.0,-0.01,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:53:04,1786477984,13.822494,100.512272,15.3,-0.53,-0.5,0.6,106.6,106.6,0.0,-0.01,-0.06,16.2,100,AUTO.LOITER,0,0
2026-08-12T02:53:05,1786477985,13.822494,100.512272,15.3,-0.53,-0.5,0.6,106.6,106.6,0.0,-0.03,-0.07,16.2,100,AUTO.LOITER,0,0
