iso,unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw,heading,vx,vy,vz,vbatt,batt_pct,mode,armed,in_air
2026-08-20T13:19:04,1787206744,13.822818,100.511628,20.8,,-0.6,-2.3,156.0,156.0,,,,24.65,84,POSCTL,0,0
2026-08-20T13:19:05,1787206745,13.822818,100.511628,20.8,,-0.6,-2.3,156.0,156.0,,,,24.65,84,POSCTL,0,0
2026-08-20T13:19:06,1787206746,13.822818,100.511628,20.8,,-0.6,-2.3,156.0,156.0,,,,24.65,84,POSCTL,0,0
2026-08-20T13:19:07,1787206747,13.822818,100.511628,20.8,,-0.6,-2.3,156.0,156.0,,,,24.65,84,POSCTL,0,0
2026-08-20T13:19:08,1787206748,13.822817,100.511625,20.3,,-0.6,-2.3,156.0,156.0,,,,24.65,84,POSCTL,0,0
2026-08-20T13:19:09,1787206749,13.822817,100.511625,20.3,,-0.6,-2.3,156.0,156.0,,,,24.65,84,POSCTL,0,0
2026-08-20T13:19:10,1787206750,13.822817,100.511625,4.8,0.04,-0.6,-2.3,156.0,156.0,-0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:11,1787206751,13.822817,100.511625,4.8,0.04,-0.7,-2.3,155.7,155.7,-0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:12,1787206752,13.822819,100.511626,20.7,0.04,-0.7,-2.3,155.7,155.7,-0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:13,1787206753,13.822819,100.511626,20.7,0.04,-0.7,-2.3,155.6,155.6,-0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:14,1787206754,13.822818,100.511625,4.8,0.05,-0.7,-2.3,155.6,155.6,0.0,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:15,1787206755,13.822818,100.511625,4.8,0.05,-0.7,-2.3,155.6,155.6,0.0,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:16,1787206756,13.822818,100.511625,4.8,0.05,-0.6,-2.3,155.5,155.5,0.0,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:17,1787206757,13.822818,100.511625,4.8,0.05,-0.6,-2.3,155.5,155.5,0.0,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:18,1787206758,13.822819,100.511624,4.8,0.06,-0.7,-2.4,155.4,155.4,-0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:19,1787206759,13.822819,100.511624,4.8,0.06,-0.7,-2.4,155.4,155.4,-0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:21,1787206761,13.822819,100.511623,4.8,0.07,-0.7,-2.4,155.4,155.4,-0.01,-0.01,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:22,1787206762,13.822819,100.511623,4.8,0.07,-0.7,-2.3,155.2,155.2,-0.01,-0.01,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:23,1787206763,13.822819,100.511623,4.8,0.07,-0.7,-2.3,155.2,155.2,-0.01,-0.01,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:24,1787206764,13.822819,100.511623,4.8,0.07,-0.8,-2.3,155.1,155.1,-0.01,-0.01,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:25,1787206765,13.822819,100.511623,4.8,0.07,-0.8,-2.3,155.1,155.1,-0.01,-0.01,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:26,1787206766,13.82282,100.51162,4.8,0.0,-0.7,-2.3,155.0,155.0,0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:27,1787206767,13.82282,100.51162,4.8,0.0,-0.7,-2.3,155.0,155.0,0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:28,1787206768,13.82282,100.51162,4.8,0.0,-0.7,-2.3,155.0,155.0,0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:29,1787206769,13.822816,100.511617,21.1,0.0,-0.7,-2.3,155.0,155.0,0.01,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:30,1787206770,13.822817,100.511617,4.8,0.0,-0.7,-2.3,155.0,155.0,-0.02,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:31,1787206771,13.822817,100.511617,4.8,0.0,-0.8,-2.4,154.9,154.9,-0.02,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:32,1787206772,13.822817,100.511617,4.8,0.0,-0.8,-2.4,154.9,154.9,-0.02,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:33,1787206773,13.822811,100.511618,21.0,0.0,-0.7,-2.3,154.8,154.8,-0.02,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:34,1787206774,13.822811,100.511618,21.0,0.0,-0.7,-2.3,154.8,154.8,-0.02,-0.02,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:35,1787206775,13.822813,100.511618,4.8,0.0,-0.8,-2.3,154.7,154.7,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:36,1787206776,13.822813,100.511618,4.8,0.0,-0.8,-2.3,154.7,154.7,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:37,1787206777,13.822813,100.511618,4.8,0.0,-0.8,-2.3,154.7,154.7,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:40,1787206780,13.822813,100.511618,4.8,0.0,-0.6,-2.2,154.6,154.6,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:41,1787206781,13.822813,100.511618,4.8,0.0,-0.6,-2.2,154.6,154.6,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:42,1787206782,13.822813,100.511618,4.8,0.0,-0.3,-2.1,154.6,154.6,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:43,1787206783,13.822805,100.511623,20.9,0.0,-0.3,-2.1,154.6,154.6,-0.03,0.04,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:44,1787206784,13.822807,100.511621,4.8,-0.0,-0.3,-2.1,154.6,154.6,0.0,0.03,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:45,1787206785,13.822807,100.511621,4.8,-0.0,-0.3,-2.1,154.6,154.6,0.0,0.03,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:46,1787206786,13.822807,100.511621,4.8,-0.0,-0.3,-2.1,154.6,154.6,0.0,0.03,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:47,1787206787,13.822807,100.511621,4.8,-0.0,-0.3,-2.1,154.6,154.6,0.0,0.03,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:48,1787206788,13.822806,100.511623,4.8,0.0,-0.3,-2.1,154.6,154.6,0.01,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:49,1787206789,13.822806,100.511623,4.8,0.0,-0.3,-2.1,154.6,154.6,0.01,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:50,1787206790,13.822806,100.511618,20.4,0.0,-0.3,-2.1,154.6,154.6,0.01,0.0,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:52,1787206792,13.822806,100.511619,4.8,-0.01,-0.3,-2.1,154.6,154.6,-0.02,-0.03,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:53,1787206793,13.822806,100.511619,4.8,-0.01,-0.7,-2.4,154.5,154.5,-0.02,-0.03,0.0,24.65,84,POSCTL,0,0
2026-08-20T13:19:54,1787206794,13.822806,100.511619,4.8,-0.01,-0.7,-2.4,154.5,154.5,-0.02,-0.03,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:19:55,1787206795,13.822806,100.511615,19.6,-0.01,-0.7,-2.3,154.5,154.5,-0.02,-0.03,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:19:56,1787206796,13.822806,100.511616,4.8,-0.03,-0.7,-2.3,154.5,154.5,-0.01,-0.04,0.0,24.64,84,0,0,0
2026-08-20T13:19:57,1787206797,13.822806,100.511616,4.8,-0.03,-0.7,-2.3,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:19:58,1787206798,13.822806,100.511616,4.8,-0.03,-0.7,-2.3,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:19:59,1787206799,13.822806,100.511616,4.8,-0.03,-0.8,-2.2,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:00,1787206800,13.822806,100.511616,4.8,-0.03,-0.8,-2.2,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:01,1787206801,13.822806,100.511616,4.8,-0.03,-0.8,-2.2,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:02,1787206802,13.822806,100.511616,4.8,-0.03,-0.8,-2.2,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:03,1787206803,13.822806,100.511616,4.8,-0.03,-0.8,-2.2,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:04,1787206804,13.822799,100.511615,18.1,-0.03,-0.7,-2.3,154.5,154.5,-0.01,-0.04,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:05,1787206805,13.822801,100.511614,4.7,-0.02,-0.7,-2.3,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:06,1787206806,13.822801,100.511614,4.7,-0.02,-0.7,-2.3,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:07,1787206807,13.822801,100.511614,4.7,-0.02,-0.7,-2.3,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:08,1787206808,13.822797,100.511618,18.1,-0.02,-0.7,-2.3,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:09,1787206809,13.822797,100.511618,18.1,-0.02,-0.7,-2.3,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:10,1787206810,13.822797,100.511618,18.1,-0.02,-0.7,-2.2,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:11,1787206811,13.822797,100.511618,18.1,-0.02,-0.7,-2.2,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:12,1787206812,13.822797,100.511618,18.1,-0.02,-0.7,-2.2,154.5,154.5,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:13,1787206813,13.822797,100.511618,18.1,-0.02,-0.6,-2.3,154.4,154.4,-0.03,0.0,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:14,1787206814,13.8228,100.51162,4.7,-0.02,-0.6,-2.3,154.4,154.4,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:15,1787206815,13.8228,100.51162,4.7,-0.02,-0.6,-2.3,154.4,154.4,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:16,1787206816,13.8228,100.51162,4.7,-0.02,-0.6,-2.3,154.4,154.4,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:17,1787206817,13.8228,100.51162,4.7,-0.02,-0.6,-2.3,154.4,154.4,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:18,1787206818,13.8228,100.51162,4.7,-0.02,-0.6,-2.3,154.4,154.4,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:19,1787206819,13.8228,100.51162,4.7,-0.02,-0.6,-2.3,154.4,154.4,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:22,1787206822,13.822805,100.511621,20.2,-0.02,-0.4,-2.1,154.5,154.5,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:23,1787206823,13.822805,100.511621,20.2,-0.02,-0.7,-2.4,154.5,154.5,0.03,0.01,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:24,1787206824,13.822805,100.511622,4.8,0.01,-0.7,-2.4,154.5,154.5,0.01,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:25,1787206825,13.822805,100.511622,4.8,0.01,-0.6,-2.3,154.5,154.5,0.01,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:26,1787206826,13.822807,100.51162,20.1,0.01,-0.6,-2.3,154.5,154.5,0.01,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:27,1787206827,13.822807,100.51162,20.1,0.01,-0.6,-2.3,154.5,154.5,0.01,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:28,1787206828,13.822807,100.51162,20.1,0.01,-0.6,-2.3,154.5,154.5,0.01,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:29,1787206829,13.822807,100.511619,4.8,0.02,-0.6,-2.3,154.5,154.5,0.0,-0.03,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:30,1787206830,13.822807,100.511619,4.8,0.02,-0.6,-2.3,154.5,154.5,0.0,-0.03,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:31,1787206831,13.822807,100.511619,4.8,0.02,-0.7,-2.3,154.6,154.6,0.0,-0.03,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:32,1787206832,13.822807,100.511619,4.8,0.02,-0.7,-2.3,154.6,154.6,0.0,-0.03,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:33,1787206833,13.822809,100.511621,4.8,0.03,-0.7,-2.3,154.7,154.7,0.03,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:34,1787206834,13.822809,100.511621,4.8,0.03,-0.7,-2.3,154.7,154.7,0.03,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:35,1787206835,13.822814,100.511623,21.0,0.03,-0.7,-2.4,154.6,154.6,0.03,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:36,1787206836,13.822814,100.511623,21.0,0.03,-0.7,-2.4,154.6,154.6,0.03,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:37,1787206837,13.822814,100.511623,21.0,0.03,-0.7,-2.4,154.6,154.6,0.03,0.02,0.0,24.64,84,POSCTL,0,0
2026-08-20T13:20:38,1787206838,13.822814,100.511623,21.0,0.03,-0.7,-2.4,154.6,154.6,0.03,0.02,0.0,24.64,84,POSCTL,0,0
