iso,unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw,heading,vx,vy,vz,vbatt,batt_pct,mode,armed,in_air
2026-08-28T17:27:04,1787912825,13.730305,100.787471,,,-3.8,-5.2,86.8,86.8,,,,25.0,98,POSCTL,0,0
2026-08-28T17:27:05,1787912826,13.730305,100.787471,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:06,1787912827,13.730305,100.787471,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:07,1787912828,13.730305,100.787471,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:08,1787912829,13.730304,100.787467,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:09,1787912830,13.730304,100.787467,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:10,1787912831,13.730304,100.787467,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:11,1787912832,13.730304,100.787467,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:12,1787912833,13.730304,100.787467,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:13,1787912834,13.730304,100.787467,,,-3.8,-5.2,86.8,86.8,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:14,1787912835,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:15,1787912836,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:16,1787912837,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:17,1787912838,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:18,1787912839,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:19,1787912840,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:20,1787912841,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:21,1787912842,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:22,1787912843,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:23,1787912844,13.730302,100.787464,,,-3.8,-5.2,86.7,86.7,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:24,1787912845,13.730302,100.787463,,,-3.8,-5.2,86.6,86.6,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:25,1787912846,13.730303,100.787463,,,-3.8,-5.2,86.6,86.6,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:26,1787912847,13.730303,100.787463,,,-3.8,-5.2,86.6,86.6,,,,24.99,98,POSCTL,0,0
2026-08-28T17:27:27,1787912848,13.730303,100.787463,,,-3.8,-5.2,86.6,86.6,,,,24.99,98,POSCTL,0,0
